Pathway	New pathway name	Norm_GSM300177	Norm_GSM300181	Norm_GSM300189	Norm_GSM300192	Norm_GSM300196	Norm_GSM300204	Norm_GSM300214	Norm_GSM300222	Norm_GSM300234	Norm_GSM300238	Norm_GSM300242	Norm_GSM300248	Norm_GSM300267	Norm_GSM300285	Norm_GSM300324	Norm_GSM300328	Norm_GSM300332	Norm_GSM300338	Tumour_GSM1176196	Tumour_GSM1176197	Tumour_GSM1176198	Tumour_GSM1176199	Tumour_GSM1176200	Tumour_GSM1176201	Tumour_GSM1176202	Tumour_GSM1176203	Tumour_GSM1176204	Tumour_GSM1176205	Tumour_GSM1176206	Tumour_GSM1176207	Tumour_GSM1176208	Tumour_GSM1176209	Tumour_GSM1176210	p-value_Mean	q-value_Mean	Difference	|Difference|
GSK3_Pathway	GSK3 Main Pathway	-0.891078625	-2.80895399	-2.691950119	0.487471674	2.679290786	-0.35307422	-2.298140178	-1.382369185	-1.380323287	-0.752811209	0.248275024	-0.548269725	-0.314758246	1.855278658	0.565586591	0.187147606	2.717011233	0.348902754	-5.269544624	-2.80895399	1.102570959	-3.625591101	0.965336683	-0.168844172	-0.311293353	-3.851938909	-3.000347045	0.110922309	-0.618259066	0.397771826	-1.551659309	0.090847715	2.077868082	0.356552338	0.548694431	-0.856698463	0.856698463
TNF_p_Pathway	TNF (Positive) Main Pathway	0	-0.567338997	0.357837328	0	1.348610533	0	-0.492165217	-0.542197102	-0.487176546	0	0.070447956	1.091730105	0.559943747	0	0	0	0	-0.459303125	0.425837428	-0.567338997	0.695203528	-1.030178321	0.808464685	-0.0799434	0.949122662	-0.407386414	-0.390872613	0	0.126263889	-0.543055445	-0.603642421	0	-0.617928549	0.395522878	0.605302969	-0.13127408	0.13127408
GPCR_Pathway_Gene_Expression	GPCR Pathway (Gene expression)	0	-0.567338997	-0.260565955	0	1.843982228	0	-0.492165217	0.042071031	-0.487176546	0	0.981067657	0.500072964	-0.015728545	0	0	0	0	0.048675847	-0.776061569	-0.567338997	1.624097752	-1.562857086	0.198123787	0.447802795	0.192487179	-0.407386414	0.154258382	0	0.031190915	-0.64385709	-1.196454682	0	-0.522628005	0.415937626	0.633047926	-0.290402339	0.290402339
Spindle_assembly_and_chromosome_separation_effect	Cell Cycle Pathway (Metaphase-Anaphase)	0	0	0.548326932	0	-0.542757926	0	0	0	0	0	0.680506583	0	-0.535030355	0	0	0	0	0	0.590543049	0	-0.549802246	-0.472708002	-0.644929612	0	-0.08951623	0	-0.674515424	0	0.001386158	0	0.494462363	0.479986938	-0.556223174	0.447699072	0.677664716	-0.103145814	0.103145814
cAMP_Pathway	cAMP Main Pathway	2.647062972	-2.463924229	-5.804860439	8.981072038	5.049453527	5.311292775	-1.919054712	4.877962841	2.074663396	-0.845004897	-3.47922193	-5.950212718	-0.213907181	-0.759874144	-1.370265381	-2.192194835	-2.764598855	-1.790371675	-10.10475956	-2.463924229	5.185711498	-2.334427549	-1.031875681	6.957333785	2.164796125	-1.984101339	3.658277777	2.513617856	-0.68028223	4.584441091	-5.931194451	6.169746504	5.037339039	0.458584876	0.682946293	0.816712323	0.816712323
Growth_Hormone_Pathway_Gene_Expression	Growth Hormone Pathway (Gene expression)	0	-0.567338997	-0.474461596	0	0.889969979	-0.54007728	-0.492165217	-0.542197102	-0.487176546	0	0.563479801	0.544921196	0	0	0	0.673358759	0.591843733	-0.425137916	-0.449177605	-0.567338997	0.171666782	-0.462097316	0.155308909	-0.515314237	0.105703316	-0.407386414	-0.276022433	-0.508124855	-0.08833622	0.183744082	0.394451071	0	-0.617928549	0.458584876	0.682946293	-0.177335654	0.177335654
MAPK_Family_Pathway_Chromatin_Remodeling	MAPK Family Pathway (Chromatin Remodeling)	0	-0.567338997	-0.474461596	0	0.889969979	-0.54007728	-0.492165217	-0.542197102	-0.487176546	0	0.563479801	0.544921196	0	0	0	0.673358759	0.591843733	-0.425137916	-0.449177605	-0.567338997	0.171666782	-0.462097316	0.155308909	-0.515314237	0.105703316	-0.407386414	-0.276022433	-0.508124855	-0.08833622	0.183744082	0.394451071	0	-0.617928549	0.458584876	0.682946293	-0.177335654	0.177335654
p53_Signaling_m_Pathway	p53 Signaling (Negative) Main Pathway	0	-0.567338997	-0.474461596	0	2.242847156	0	-0.492165217	-0.542197102	-0.487176546	0	0.852673411	-0.482671554	0.998952876	-0.488771319	-0.332620305	-0.001228693	-0.45079703	-0.496628279	-0.237969017	-0.567338997	-0.406528419	0.229930244	0.485760359	-0.073984555	-0.208206185	-0.153289359	-0.568556274	0	-0.330664782	-0.543055445	-0.603642421	0	-1.701992037	0.503579103	0.745943377	-0.271881171	0.271881171
HIF1Alpha_Pathway_VEGF_pathway	HIF1Alpha Pathway (VEGF pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0.593095012	0	0	0	0.51518117	0.751079916	0.07053812	0.07053812
NGF_m_Pathway	NGF (Negative) Main Pathway	0	0	0	0	0	0	0	0	0	0	-0.527665418	0.476531028	0.559943747	0	0	0	0	0	0.526862125	0	0.526597925	0	0	0	0.516110809	0	0	0	0	0	0	0	0	0.51518117	0.751079916	0.076370871	0.076370871
RANK_Signaling_in_Osteoclast_Pathway_IKBs_Degradation	RANK Signaling in Osteoclast Pathway (IKBs Degradation)	0	0	0.395153356	0	0.458640554	0	0	0	-0.412390191	0	-0.224966497	1.124537215	0	0	0	0	0	-0.459303125	0.389447222	0	0.866521341	-0.980471196	0.528692613	0.856472126	0.685900926	-0.412390191	0.316286666	0	0.23143801	0	-0.413155338	0	-0.412390191	0.51518117	0.751079916	0.061441726	0.061441726
AHR_Pathway_C_Myc_Expression	AHR Pathway (C-MycExpression) 	0	0	0	0	-0.606688786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562939272	0.797860274	0.064703385	0.064703385
AHR_Pathway_Cath_D_Expression	AHR Pathway (Cath-D Expression) 	0	0	0	0	-0.606688786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562939272	0.797860274	0.064703385	0.064703385
AHR_Pathway_PS2_Gene_Expression	AHR Pathway (PS2 Gene Expression) 	0	0	0	0	-0.606688786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562939272	0.797860274	0.064703385	0.064703385
AKT_Pathway_Caspase_Cascade	AKT Pathway (Caspase Cascade)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Cell_Cycle_Progression	AKT Pathway (Cell Cycle Progression)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Elevation_of_Glucose_Import	AKT Pathway (Elevation of Glucose Import)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_ERK_Pathway	AKT Pathway (ERK Pathway)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Genetic_Stability	AKT Pathway (Genetic Stability)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_JNK_Pathway	AKT Pathway (JNK Pathway)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Regeneration_of_Cyclic_Nucleotide	AKT Pathway (Regeneration of Cyclic Nucleotide)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Survival_Genes	AKT Pathway (Survival Genes)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
AKT_Pathway_Synaptic_Signaling	AKT Pathway (Synaptic Signaling)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587593848	0.797860274	-0.05253505	0.05253505
Glucocorticoid_Receptor_Pathway_Gene_Expression	Glucocorticoid Receptor Pathway (Gene expression)	1.055876498	0	0	0	-0.616058124	0	0.4929393	0.4929393	0.937621322	-0.102965413	-0.716408718	-0.525131917	-0.421395016	0.525746807	0	0	0	0	-0.768861117	0	0.410027473	-0.13721839	0.538562819	-0.148747637	-0.05007114	0.4929393	0.210155248	0	0.532165222	-0.081817821	0.36897939	0.478029019	0.759257312	0.587593848	0.797860274	0.111161976	0.111161976
NHEJ_mechanisms_of_DSBs_repair_effect	NHEJ mechanisms of DSBs repair effect	0	0	0	0	0.926469131	0	0	0	0	0	0	0	-0.53866502	0	0	0	0	0	0.798662509	0	0	0	0.710309155	0	-0.113793852	0	0.28781904	0	0.518615403	0	-0.535552253	0	0	0.562939272	0.797860274	0.089525994	0.089525994
Start_of_DNA_replication_in_early_S_phase_effect	Cell Cycle Pathway (Origin of S-phase)	0	-0.43575918	-0.692625234	-0.438130974	-1.082866223	0	0.497163368	0	-0.435526043	1.079807311	0.835156874	0.890659779	1.120292453	0.283149649	0.165176005	0.48184987	0	0.096400529	0.642060441	-0.43575918	-1.797295238	-0.671754643	-0.646126679	1.413007496	1.046876542	-0.578622111	0.869867486	0	-1.467841952	0.31375237	1.231353756	0	-0.235371254	0.625483594	0.845165636	-0.152431764	0.152431764
Notch_Pathway	Notch Main Pathway	-0.4929393	0	0.456412752	0	0.020321097	0	-0.4929393	-0.4929393	-0.4929393	0.149306209	-0.962149179	0	0	-0.414765078	0	0	0	-0.578558853	0	0	0.360300427	-0.441529713	0.693571167	-0.001230725	0.041476578	-0.4929393	-0.4929393	0	0.663724689	0.049371949	-0.615138974	-0.478029019	-0.495296596	0.638343592	0.858355219	0.102822204	0.102822204
Brca1_as_a_transcription_regulator_effect	DDR Pathway (BRCA1-induced responses)	0	0	0.696044176	-0.855374375	-1.254655224	-0.80142835	0	0	0	0	0.49364936	-0.439348969	0	0	0	0	0	0	0.878861495	0	0	-0.574089767	-0.427383718	0	-0.164511104	-0.507401603	0.623529017	0	0.825101369	0.527109811	-0.041368338	-0.512663253	0.409206539	0.664389443	0.889062202	0.189154551	0.189154551
Chemokine_Pathway	Chemokine Main Pathway	-1.309646987	-2.025969969	-3.689560457	1.426435445	3.788497311	0.70552296	-1.332874927	1.13492799	-0.487176546	1.487793472	0.709698256	-0.59434633	0.628933687	-1.267363287	-1.424486704	-0.027623288	-0.224329781	0.872225172	-3.480298887	-2.025969969	1.003037004	-1.159512518	-0.435685141	1.082260264	-0.263525906	-1.223742735	1.730502548	0	0.456678696	0.305809371	1.031094671	2.14970055	-0.06656702	0.70422135	0.93783324	0.030771172	0.030771172
Androgen_receptor_Pathway_Apoptosis	Androgen Receptor Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621806848	0.74488162	0.955241707	0.04145379	0.04145379
HIF1Alpha_Pathway_Gene_Expression	HIF1Alpha Pathway (Gene expression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74488162	0.955241707	0.030998452	0.030998452
HIF1Alpha_Pathway_NOS_pathway	HIF1Alpha Pathway (NOS pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74488162	0.955241707	0.030998452	0.030998452
HIF1Alpha_Pathway_Pyruvate	HIF1Alpha Pathway (Pyruvate)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464976784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74488162	0.955241707	0.030998452	0.030998452
JAK_mStat_Pathway_Akt_Pathway	JAK mStat Pathway (Akt pathway)	-0.452321351	-0.418221195	0.016247354	0	-0.482377993	-0.471874831	0.06289997	-0.435855241	-0.452321351	0.483221711	-0.252249986	-0.902857262	-0.290692835	0.890147208	0.465331081	0.512058791	0.452515577	-0.042785887	-0.713164916	-0.418221195	0.436226331	-1.191859678	0.690901374	1.15559778	0.40305017	-0.46640037	-0.427446252	0	-0.006118755	0.882714709	-0.488357398	0	1.17755689	0.73124248	0.955241707	0.142250593	0.142250593
Mitochondrial_Apopotosis_m_Pathway_Apoptosis	Mitochondrial Apopotosis  Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409084736	0	0	0	0	0.74488162	0.955241707	0.027272316	0.027272316
Mitochondrial_Apopotosis_m_Pathway_DNA_fragmentation	Mitochondrial Apopotosis  Pathway (DNA fragmentation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.621806848	0.74488162	0.955241707	-0.04145379	0.04145379
NGF_m_Pathway_Apoptosis	NGF (Negative) Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526862125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74488162	0.955241707	0.035124142	0.035124142
MAPK_Signaling_Pathway_Gene_Expression	MAPK Signaling Pathway (Gene Expression)	0	0	-0.967010932	0	0.753466646	-0.54007728	0	0.044059563	0	0.045801939	-0.451306854	-2.01465149	0.067554152	0.005150083	-0.400896547	0.673358759	-0.052356037	0.29049291	-3.76433527	0	0.989281655	-0.961263897	0.133237444	0.738574058	-0.859490053	0	0.302708043	-0.508124855	-0.453489766	-0.915245441	-0.383982416	0	0.834478886	0.758601223	0.968352713	-0.181709269	0.181709269
DNA_damage_induced_apoptosis_effect	DDR pathway Apoptosis	0	0	0	0	0.511352445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.028408469	0.028408469
DNA_damage_induced_responses_effect	DDR Main pathway	0	0	0	0	0.511352445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.028408469	0.028408469
Growth_Hormone_Pathway_Cell_survival	Growth Hormone Pathway (Cell survival)	0	0	0	0	0	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.024126581	0.024126581
IGF1R_Signaling_Pathway_Glycogen_Synthesis	IGF1R Signaling Pathway (Glycogen synthesis)	0	0	0	0	0	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.024126581	0.024126581
IGF1R_Signaling_Pathway_Protein_Synthesis	IGF1R Signaling Pathway (Protein synthesis)	0	0	0	0	0	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.024126581	0.024126581
mTOR_Pathway_Akt_signaling	mTOR Pathway (Akt signaling)	0	0	0	0	0	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786265613	0.976661771	-0.024126581	0.024126581
AKT_Pathway_Blocks_Apoptosis	AKT Pathway (Blocks Apoptosis)	0	0	0	0	-0.511352445	0	0	0	0	0.434278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.004281888	0.004281888
AKT_Pathway_Cell_Cycle	AKT Pathway (Cell Cycle)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AKT_Pathway_Glycogen_Synthesis	AKT Pathway (Glycogen Synthesis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AKT_Pathway_p53_Degradation	AKT Pathway (p53 Degradation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AKT_Pathway_Protein_Synthesis	AKT Pathway (Protein Synthesis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AKT_Pathway_Translation	AKT Pathway (Translation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ATM_Pathway_Apoptosis	ATM Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ATM_Pathway_G2_Mitosis_Progression	ATM Pathway (G2 Mitosis Progression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ATM_Pathway_G2.M_Checkpoint_Arrest	ATM Pathway (G2_M Checkpoint Arrest)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ATM_Pathway_MDMX_Ubiquitination_._Degradation	ATM Pathway (MDMX Ubiquitination_ Degradation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
cAMP_Pathway_Metabolic_Energy	cAMP Pathway (Metabolic Energy)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Cellular_Anti_Apoptosis_Pathway_Depolarization	Cellular Anti Apoptosis Pathway (Depolarization)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Chemokine_Pathway_Cell_Activation	Chemokine Pathway (Cell Activation)	0	-0.567338997	-0.474461596	0.714792343	1.715560069	0	-0.492165217	-0.542197102	-0.487176546	0	1.32211444	-0.489877191	-0.469816652	-0.414806736	-0.469816652	-0.988148337	-0.484917465	-0.469816652	0.433797231	-0.567338997	0.667886553	0.028864985	0.143752121	-0.515314237	-0.667564239	-0.407386414	0.80913919	0	-0.550651158	-0.023753136	-0.603642421	0.767141785	-0.617928549	0.885010665	1	0.070804197	0.070804197
Chemokine_Pathway_Gene_Expression_._Apoptosis	Chemokine Pathway (Gene Expression_ Apoptosis)	0	-0.567338997	-0.474461596	0	1.689936886	0	-0.492165217	-0.542197102	-0.487176546	0	0.315872084	0.987008842	0.828881879	-0.416538395	-0.545898655	0	0	-0.416538395	-1.202467914	-0.567338997	0.052466366	0.05018447	0.007168811	0.319468385	0.866597794	-0.407386414	-0.427550323	0	0.14866727	-0.543055445	-0.603642421	0	0.790969416	0.842377799	1	-0.094360422	0.094360422
Circadian_Pathway	Circadian Main Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Cytokine_Network_Pathway	Cytokine Main Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Glucocorticoid_Receptor_Pathway_Cell_Cycle_Arrest	Glucocorticoid Receptor Pathway (Cell cycle arrest)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Glucocorticoid_Receptor_Pathway_Cell_cycle_progression	Glucocorticoid Receptor Pathway (Cell cycle progression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Growth_Hormone_Pathway_Protein_Synthesis	Growth Hormone Pathway (Protein synthesis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
GSK3_Pathway_Gene_Expression	GSK3 Pathway (Gene expression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
GSK3_Pathway_Translation	GSK3 Pathway (Translation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_Anoikis	HGF Pathway (Anoikis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_Cell_cycle_progression	HGF Pathway (Cell cycle progression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_Cell_scattering	HGF Pathway (Cell scattering)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_Cell_survival	HGF Pathway (Cell survival)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_IP3_pathway	HGF Pathway (IP3 pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HGF_Pathway_PKC_pathway	HGF Pathway (PKC pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HIF1Alpha_Pathway_HIF1alpha_degradation	HIF1Alpha Pathway (HIF1alpha degradation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HIF1Alpha_Pathway_p53_Hypoxia_pathway	HIF1Alpha Pathway (p53 Hypoxia pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Hypoxia_induced_EMT_in_cancer_and_fibrosis_3	Hypoxia pathway EMT 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Hypoxia_induced_EMT_in_cancer_and_fibrosis_4	Hypoxia pathway EMT 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Hypoxia_induced_EMT_in_cancer_and_fibrosis_5	Hypoxia pathway EMT 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Hypoxia_induced_EMT_in_cancer_and_fibrosis_6	Hypoxia pathway EMT 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IGF1R_Signaling_Pathway_Glucose_Uptake	IGF1R Signaling Pathway (Glucose uptake)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IL_2_Pathway_Apoptosis	IL-2 Pathway (Apoptosis)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IL_2_Pathway_Apoptosis_Inhibition	IL-2 Pathway (Apoptosis inhibition)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Interactions_Report	Interactions Report	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Interferon_Pathway_Transcription	Interferon Pathway (Transcription)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Interferon_Pathway_Translation	Interferon Pathway (Translation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
JNK_Pathway_Apoptosis_Inflammation_Tumorogenesis_Cell_Migration	JNK Pathway (Apoptosis_ Inflammation_ Tumorigenesis_ Cell Migration)	0	0	0.254903079	-0.427164168	0.202122828	0	0	-0.445451574	0	-0.493996244	0.163188046	-2.056587631	0.500164734	-0.430814764	-0.400896547	0	0	0	-2.929065758	0	1.036609124	-0.451626341	1.222738329	0.738574058	-0.733908127	0	1.214898775	0	-0.062569191	-1.081082567	-0.948690816	0	1.793733701	0.828262541	1	0.160781426	0.160781426
MAPK_Family_Pathway_Translation	MAPK Family Pathway (Translation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Mismatch_repair_effect	DDR pathway (MMR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Mismatch_Repair_Pathway	Mismatch Repair Main Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Mitochondrial_Apopotosis_m_Pathway_Depolarization	Mitochondrial Apopotosis  Pathway (Depolarization)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Mitochondrial_Apopotosis_m_Pathway_Gene_expression	Mitochondrial Apopotosis  Pathway (Gene expression)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
mTOR_Pathway_Scanning	mTOR Pathway (Scanning)	0	0	0	0	0	0	0	0	0	0	0	0.428252532	0	0	0	0	0	0	0	0	0	0.496669699	0	0	0	0	0	0	0	0	0	0	0	0.942355085	1	0.009319506	0.009319506
mTOR_Pathway_Translation_on	mTOR Pathway (Translation on)	0	0	0	0	0	0	0	0	0	0	0	0.428252532	0	0	0	0	0	0	0	0	0	0.496669699	0	0	0	0	0	0	0	0	0	0	0	0.942355085	1	0.009319506	0.009319506
